,cancer_type,cellosaurus_id,standard_drug_name,dataset,info,IC50,IC90,EC50,Einf,AUC
9488,kidney,KTCTL-140,AR-42,All,GDSC1,-2.10089,0.729867,-2.17947,0.969514,55.2136
9489,kidney,KTCTL-140,Ara-G,All,GDSC1,7.05993,9.13751,3.64075,0.0523674,0.635604
9490,kidney,KTCTL-140,ARRY-520,All,GDSC1,-8.03189,8.24673,-12.7164,0.693977,56.7665
9491,kidney,KTCTL-140,AS605240,All,GDSC1,3.71289,8.2823,1.8138,0.572696,21.3695
9492,kidney,KTCTL-140,AST-1306,All,GDSC1,0.402869,5.12014,-0.196916,0.861217,49.2601
9493,kidney,KTCTL-140,AT-7519,All,GDSC1,1.44201,2.97876,1.35681,0.939163,24.4739
9494,kidney,KTCTL-140,AT7867,All,GDSC1,1.38423,8.20545,-0.399508,0.720367,42.5102
9495,kidney,KTCTL-140,Avagacestat,All,GDSC1,5.744,7.65035,2.72752,0.0599627,0.593832
9496,kidney,KTCTL-140,Axitinib,All,GDSC1,3.31158,11.5515,-2.49557,0.350601,17.3312
9497,kidney,KTCTL-140,AZ20,All,GDSC1,-0.684099,2.70782,-0.898895,0.930541,50.0648
9498,kidney,KTCTL-140,AZD1208,All,GDSC1,4.39416,7.16329,2.20445,0.299267,5.59064
9499,kidney,KTCTL-140,AZD1332,All,GDSC1,1.64512,4.36183,1.13125,0.795136,24.4105
9500,kidney,KTCTL-140,AZD1480,All,GDSC1,2.07831,4.57357,0.27513,0.339383,5.87882
9501,kidney,KTCTL-140,AZD2014,All,GDSC1,-1.35202,5.9111,-2.66212,0.804389,54.5432
9502,kidney,KTCTL-140,AZD3514,All,GDSC1,4.9381,7.24284,2.48814,0.176422,2.54356
9503,kidney,KTCTL-140,AZD4547,All,GDSC1,3.78561,5.34675,2.66504,0.342401,2.63043
9504,kidney,KTCTL-140,AZD4877,All,GDSC1,-6.90153,-4.26772,-7.22845,0.864475,29.8262
9505,kidney,KTCTL-140,AZD5438,All,GDSC1,-0.173722,4.03333,-0.708521,0.861246,45.0958
9506,kidney,KTCTL-140,AZD5582,All,GDSC1,-2.99047,0.589712,-3.0568,0.979648,73.1364
9507,kidney,KTCTL-140,AZD6094,All,GDSC1,2.95616,6.56674,-0.0959493,0.270022,6.40667
9508,kidney,KTCTL-140,AZD6482,All,GDSC1,-3.78347,6.90361,-5.9775,0.778207,60.1164
9509,kidney,KTCTL-140,AZD6738,All,GDSC1,0.523568,4.06356,0.0375255,0.850294,37.4631
9510,kidney,KTCTL-140,AZD7762,All,GDSC1,-2.63586,-0.119012,-2.64841,0.99452,57.5376
9511,kidney,KTCTL-140,AZD7969,All,GDSC1,1.50544,4.80621,0.802309,0.770154,27.3065
9512,kidney,KTCTL-140,AZD8055,All,GDSC1,-1.01478,1.9977,-1.5337,0.812986,28.5166
9513,kidney,KTCTL-140,AZD8186,All,GDSC1,-1.81191,9.64576,-5.67227,0.645879,46.0476
9514,kidney,KTCTL-140,AZD8835,All,GDSC1,3.17129,6.84064,1.43552,0.522536,15.2431
9515,kidney,KTCTL-140,AZD8931,All,GDSC1,0.83252,8.03592,-1.3332,0.681209,39.8513
9516,kidney,KTCTL-140,BAM7,All,GDSC1,4.37613,8.61848,2.21865,0.492983,16.023
9517,kidney,KTCTL-140,Belinostat,All,GDSC1,-1.31785,1.15708,-1.33283,0.993353,68.9575
9518,kidney,KTCTL-140,BIBF-1120,All,GDSC1,1.44531,4.28926,1.19145,0.902249,37.316
9519,kidney,KTCTL-140,Bicalutamide,All,GDSC1,5.89311,8.18048,2.55721,0.0779999,1.05627
9520,kidney,KTCTL-140,BIX02189,All,GDSC1,4.26123,5.77905,3.54219,0.521955,6.37288
9521,kidney,KTCTL-140,Bleomycin (10 uM),All,GDSC1,2.26045,6.8063,0.631725,0.625524,24.5132
9522,kidney,KTCTL-140,Bleomycin (50 uM),All,GDSC1,2.5289,8.67646,1.11608,0.752749,43.2458
9523,kidney,KTCTL-140,BMS-345541,All,GDSC1,3.42994,4.1543,3.32982,0.849307,7.79884
9524,kidney,KTCTL-140,BMS-536924,All,GDSC1,2.53847,4.67491,1.08041,0.364984,5.5174
9525,kidney,KTCTL-140,Bosutinib,All,GDSC1,-0.896828,3.11407,-1.87354,0.738678,29.8298
9526,kidney,KTCTL-140,BPTES,All,GDSC1,2.46614,10.134,-0.821181,0.561001,30.6159
9527,kidney,KTCTL-140,"Brivanib, BMS-540215",All,GDSC1,5.22339,8.99532,2.68725,0.371657,9.85129
9528,kidney,KTCTL-140,BX-912,All,GDSC1,2.61138,5.04077,1.83413,0.662308,14.9846
9529,kidney,KTCTL-140,BX795,All,GDSC1,0.801448,2.97695,0.446875,0.822833,21.4016
9530,kidney,KTCTL-140,C-75,All,GDSC1,4.60166,5.96206,3.7217,0.388933,3.81198
9531,kidney,KTCTL-140,Cabozantinib,All,GDSC1,2.76187,4.68001,1.51255,0.385858,5.31936
9532,kidney,KTCTL-140,"CAP-232, TT-232, TLN-232",All,GDSC1,3.45028,4.6562,3.26225,0.830359,12.171
9533,kidney,KTCTL-140,Capivasertib,All,GDSC1,1.45283,4.57028,1.22367,0.919419,43.96
9534,kidney,KTCTL-140,CAY10566,All,GDSC1,3.8563,5.82719,0.707191,0.0580159,0.670038
9535,kidney,KTCTL-140,CAY10603,All,GDSC1,-0.895215,1.72043,-0.924594,0.987661,64.0275
9536,kidney,KTCTL-140,CCT-018159,All,GDSC1,3.10008,4.27468,2.65003,0.602286,6.16125
9537,kidney,KTCTL-140,CCT007093,All,GDSC1,3.97824,7.28937,1.3816,0.302944,6.75761
9538,kidney,KTCTL-140,CD532,All,GDSC1,0.778372,2.14038,0.688029,0.927257,20.3071
9539,kidney,KTCTL-140,Cetuximab,All,GDSC1,7.51575,27.4322,-3.4525,0.459388,35.5546
9540,kidney,KTCTL-140,CHIR-99021,All,GDSC1,3.3255,5.51161,2.23006,0.499103,8.59422
9541,kidney,KTCTL-140,CI-1033,All,GDSC1,0.544685,6.61132,-0.591719,0.797065,48.2753
9542,kidney,KTCTL-140,CI-1040,All,GDSC1,0.835192,8.53003,-1.56274,0.670418,40.3466
9543,kidney,KTCTL-140,Cisplatin,All,GDSC1,0.0350072,4.35631,-0.592748,0.841746,36.4905
9544,kidney,KTCTL-140,CP466722,All,GDSC1,1.86115,4.12141,1.63156,0.888865,28.2074
9545,kidney,KTCTL-140,CP724714,All,GDSC1,4.27169,7.26263,2.10322,0.337917,6.99223
9546,kidney,KTCTL-140,CPI-613,All,GDSC1,6.48687,7.07569,6.48498,0.996482,18.926
9547,kidney,KTCTL-140,CUDC-101,All,GDSC1,-1.1553,1.5182,-1.28404,0.947144,44.3434
9548,kidney,KTCTL-140,CX-5461,All,GDSC1,3.8,12.2764,-0.739718,0.471268,25.6093
9549,kidney,KTCTL-140,Cytarabine,All,GDSC1,-2.62961,0.931968,-2.94272,0.903714,46.0987
9550,kidney,KTCTL-140,Dabrafenib,All,GDSC1,1.22036,21.0202,-7.33428,0.558041,44.8362
9551,kidney,KTCTL-140,Dactolisib,All,GDSC1,-6.09929,-2.03671,-6.4637,0.901773,50.9851
9552,kidney,KTCTL-140,Daporinad,All,GDSC1,-4.45166,11.1712,-9.62252,0.651602,51.547
9553,kidney,KTCTL-140,Docetaxel,All,GDSC1,-8.51791,-6.11563,-8.77783,0.881691,29.1032
9554,kidney,KTCTL-140,Doramapimod,All,GDSC1,6.36017,18.7385,-2.02445,0.368349,23.0667
9555,kidney,KTCTL-140,Doxorubicin,All,GDSC1,-4.16616,1.5682,-4.56805,0.923157,69.1968
9556,kidney,KTCTL-140,Dyrk1b_0191,All,GDSC1,1.8232,5.72032,0.723352,0.699516,26.0969
9557,kidney,KTCTL-140,"eEF2K Inhibitor, A-484954",All,GDSC1,6.98608,8.68253,3.77461,0.030751,0.301429
9558,kidney,KTCTL-140,EHT-1864,All,GDSC1,5.88761,12.3103,0.743752,0.293649,11.7315
9559,kidney,KTCTL-140,Elesclomol,All,GDSC1,-9.35301,-4.63789,-9.50925,0.963612,75.6675
9560,kidney,KTCTL-140,Enzastaurin,All,GDSC1,3.13918,7.49767,1.6658,0.644799,24.8799
9561,kidney,KTCTL-140,EphB4_9721,All,GDSC1,-0.420442,4.45682,-1.12011,0.843691,47.6929
9562,kidney,KTCTL-140,ETP-45835,All,GDSC1,6.20308,8.91731,3.33783,0.179046,3.04118
9563,kidney,KTCTL-140,Fedratinib,All,GDSC1,1.14123,3.41882,0.921538,0.894425,29.0834
9564,kidney,KTCTL-140,FEN1_3940,All,GDSC1,3.86711,6.11269,2.35068,0.369715,5.89377
9565,kidney,KTCTL-140,FGFR_0939,All,GDSC1,1.61201,4.39707,0.0189193,0.443034,9.24992
9566,kidney,KTCTL-140,FGFR_3831,All,GDSC1,3.90053,7.40614,1.73969,0.410318,10.4416
9567,kidney,KTCTL-140,Flavopiridol,All,GDSC1,-3.51656,-1.23541,-3.5354,0.990928,60.4041
9568,kidney,KTCTL-140,Foretinib,All,GDSC1,-0.35214,0.995373,-0.366783,0.988063,33.9442
9569,kidney,KTCTL-140,FR-180204,All,GDSC1,4.67044,6.09247,3.70762,0.368535,3.71901
9570,kidney,KTCTL-140,FTY-720,All,GDSC1,1.82693,2.66438,1.82584,0.998566,31.1943
9571,kidney,KTCTL-140,Fulvestrant,All,GDSC1,4.53841,12.7585,-0.424868,0.419418,21.606
9572,kidney,KTCTL-140,Gefitinib,All,GDSC1,-0.235774,9.27778,-5.51672,0.455988,26.2335
9573,kidney,KTCTL-140,Gemcitabine,All,GDSC1,-8.09857,-6.01729,-8.13309,0.981783,47.2894
9574,kidney,KTCTL-140,Genentech Cpd 10,All,GDSC1,1.47072,2.52288,1.4524,0.980873,23.6834
9575,kidney,KTCTL-140,GSK1059615,All,GDSC1,-1.17634,2.15419,-1.25487,0.974101,65.8983
9576,kidney,KTCTL-140,GSK1070916,All,GDSC1,2.17878,5.02935,0.151703,0.346584,6.88292
9577,kidney,KTCTL-140,GSK269962A,All,GDSC1,-3.36969,13.6218,-8.56597,0.676121,55.3301
9578,kidney,KTCTL-140,GSK429286A,All,GDSC1,2.99961,9.64665,0.490689,0.607568,31.4257
9579,kidney,KTCTL-140,GSK690693,All,GDSC1,5.83847,14.7321,-0.419477,0.351314,18.2372
9580,kidney,KTCTL-140,GW-2580,All,GDSC1,6.27803,8.14437,3.69174,0.0908823,1.01156
9581,kidney,KTCTL-140,GW441756,All,GDSC1,5.32235,14.6485,-2.64677,0.265352,13.5275
9582,kidney,KTCTL-140,HG-5-113-01,All,GDSC1,1.55486,4.3749,1.03039,0.798478,25.5745
9583,kidney,KTCTL-140,HG-5-88-01,All,GDSC1,5.36902,7.63372,2.5391,0.120669,1.65603
9584,kidney,KTCTL-140,I-BET-762,All,GDSC1,5.28002,9.18285,2.63628,0.368329,10.057
9585,kidney,KTCTL-140,IAP_5620,All,GDSC1,3.64666,6.2074,2.14008,0.430788,8.19761
9586,kidney,KTCTL-140,IAP_7638,All,GDSC1,3.19781,6.32208,1.71721,0.521808,13.0429
9587,kidney,KTCTL-140,IC-87114,All,GDSC1,9.93194,20.1473,0.451168,0.230293,12.1805
9588,kidney,KTCTL-140,ICL1100013,All,GDSC1,0.470609,4.25277,0.137556,0.903558,48.4733
9589,kidney,KTCTL-140,Idelalisib,All,GDSC1,4.16546,9.01315,1.84468,0.517723,19.3341
9590,kidney,KTCTL-140,IGFR_3801,All,GDSC1,-1.04571,5.52262,-2.18515,0.811694,52.6831
9591,kidney,KTCTL-140,IMD-0354,All,GDSC1,-0.664528,1.40047,-0.673811,0.995062,61.9225
9592,kidney,KTCTL-140,IOX2,All,GDSC1,0.460969,11.2088,-7.728,0.315753,17.9356
9593,kidney,KTCTL-140,Ispinesib Mesylate,All,GDSC1,-4.46798,-1.19934,-5.28216,0.73298,24.3195
9594,kidney,KTCTL-140,JAK1_3715,All,GDSC1,4.7463,7.8865,2.08925,0.269602,5.58801
9595,kidney,KTCTL-140,JAK3_7406,All,GDSC1,3.07002,5.33239,2.09975,0.560861,10.5848
9596,kidney,KTCTL-140,JNJ38877605,All,GDSC1,7.61876,17.4729,0.249557,0.324074,17.6143
9597,kidney,KTCTL-140,JNK Inhibitor VIII,All,GDSC1,7.70174,18.4724,-0.988391,0.290392,16.3029
9598,kidney,KTCTL-140,JQ1,All,GDSC1,2.64571,4.15783,-0.484345,0.0209506,0.18214
9599,kidney,KTCTL-140,JW-7-24-1,All,GDSC1,-0.971047,1.41798,-1.01095,0.981653,53.8856
9600,kidney,KTCTL-140,kb NB 142-70,All,GDSC1,2.4851,4.05336,2.38378,0.929136,23.6145
9601,kidney,KTCTL-140,KIN001-042,All,GDSC1,7.58712,18.3251,-0.964393,0.29614,16.6461
9602,kidney,KTCTL-140,KIN001-236,All,GDSC1,4.69516,7.52117,2.25554,0.26094,4.85007
9603,kidney,KTCTL-140,KIN001-244,All,GDSC1,4.08418,4.83692,3.84686,0.666849,4.70695
9604,kidney,KTCTL-140,KIN001-260,All,GDSC1,4.76158,6.08848,3.77273,0.32563,2.97401
9605,kidney,KTCTL-140,KIN001-266,All,GDSC1,3.8049,4.33528,3.75398,0.89491,6.79781
9606,kidney,KTCTL-140,KIN001-270,All,GDSC1,5.62316,7.73765,3.53783,0.20552,2.76678
9607,kidney,KTCTL-140,Kobe2602,All,GDSC1,4.86766,9.46171,2.19147,0.435116,14.4918
9608,kidney,KTCTL-140,KU-55933,All,GDSC1,3.71881,5.88162,2.3559,0.400545,6.29407
9609,kidney,KTCTL-140,KU-60019,All,GDSC1,3.56276,6.169,2.09378,0.449415,8.83408
9610,kidney,KTCTL-140,LCL161,All,GDSC1,3.61213,9.79792,-1.16513,0.309739,12.1355
9611,kidney,KTCTL-140,LDN-193189,All,GDSC1,-0.832722,1.06262,-0.846043,0.992279,52.3152
9612,kidney,KTCTL-140,Lenalidomide,All,GDSC1,5.08343,7.68772,1.44405,0.0886806,1.37414
9613,kidney,KTCTL-140,Lestaurtinib,All,GDSC1,-3.67964,2.64811,-4.63595,0.835475,55.0894
9614,kidney,KTCTL-140,LGK974,All,GDSC1,3.38628,9.25011,-1.0541,0.318492,12.0225
9615,kidney,KTCTL-140,LIMK1 inhibitor BMS4,All,GDSC1,5.32746,8.69938,2.90395,0.341812,7.96932
9616,kidney,KTCTL-140,Linifanib,All,GDSC1,1.93761,3.96323,-0.661493,0.112581,1.37612
9617,kidney,KTCTL-140,Masitinib,All,GDSC1,2.9486,3.96433,2.90348,0.951236,17.4555
9618,kidney,KTCTL-140,MCT1_6447,All,GDSC1,6.0958,8.03618,2.69092,0.0414453,0.467202
9619,kidney,KTCTL-140,MCT4_1422,All,GDSC1,6.46171,8.31889,2.72582,0.0237839,0.254305
9620,kidney,KTCTL-140,"MetAP2 Inhibitor, A832234",All,GDSC1,4.50167,16.2647,-3.66724,0.357196,21.709
9621,kidney,KTCTL-140,Methotrexate,All,GDSC1,0.688412,3.17928,-3.14685,0.0656534,0.961433
9622,kidney,KTCTL-140,MIM1,All,GDSC1,3.81701,5.70685,3.56038,0.851914,20.5289
9623,kidney,KTCTL-140,Mirin,All,GDSC1,9.08878,10.7473,6.106,0.0377219,0.362794
9624,kidney,KTCTL-140,MK-2206,All,GDSC1,0.137947,5.35812,-1.40364,0.686489,32.2851
9625,kidney,KTCTL-140,Motesanib,All,GDSC1,5.42231,17.1595,-3.75831,0.304097,17.9816
9626,kidney,KTCTL-140,MPS-1-IN-1,All,GDSC1,4.24081,6.20691,3.31102,0.522648,8.26978
9627,kidney,KTCTL-140,Navitoclax,All,GDSC1,2.38957,6.73993,-0.810771,0.331407,9.7487
9628,kidney,KTCTL-140,NG-25,All,GDSC1,2.88718,3.70773,2.71879,0.778296,7.03211
9629,kidney,KTCTL-140,Nilotinib,All,GDSC1,3.01608,4.87812,0.374218,0.084789,0.938481
9630,kidney,KTCTL-140,NPK76-II-72-1,All,GDSC1,3.26742,4.11344,2.90123,0.557355,3.92253
9631,kidney,KTCTL-140,NSC-207895,All,GDSC1,2.8597,3.72451,2.84099,0.976225,18.3962
9632,kidney,KTCTL-140,NSC319726,All,GDSC1,-8.75808,-1.88776,-9.39987,0.897732,68.8523
9633,kidney,KTCTL-140,NU7441,All,GDSC1,1.35367,3.77237,-0.103604,0.420362,7.49708
9634,kidney,KTCTL-140,Nutlin-3a,All,GDSC1,1.56341,3.94002,1.10348,0.790536,21.104
9635,kidney,KTCTL-140,NVP-BHG712,All,GDSC1,4.03029,5.77821,2.6503,0.299971,3.54615
9636,kidney,KTCTL-140,Olaparib,All,GDSC1,3.27951,7.30444,1.29521,0.505789,14.1926
9637,kidney,KTCTL-140,Omipalisib,All,GDSC1,-5.96174,-1.47248,-6.73709,0.812501,40.6368
9638,kidney,KTCTL-140,OSI-027,All,GDSC1,-2.34588,4.04378,-2.88081,0.908285,69.0289
9639,kidney,KTCTL-140,OSI-930,All,GDSC1,4.91619,7.85008,2.23768,0.237155,4.50525
9640,kidney,KTCTL-140,Palbociclib,All,GDSC1,-0.955534,6.50502,-3.0214,0.704838,43.1299
9641,kidney,KTCTL-140,Panobinostat,All,GDSC1,-4.76169,-2.12933,-4.80466,0.982069,59.2214
9642,kidney,KTCTL-140,PARP_0108,All,GDSC1,-2.29301,3.69242,-3.45242,0.790349,46.9917
9643,kidney,KTCTL-140,PARP_9482,All,GDSC1,-3.88046,3.85683,-5.20458,0.814174,57.6684
9644,kidney,KTCTL-140,PARP_9495,All,GDSC1,0.313327,8.3588,-3.06875,0.56843,32.138
9645,kidney,KTCTL-140,PD0325901,All,GDSC1,-5.67555,1.00288,-7.0981,0.770169,47.6613
9646,kidney,KTCTL-140,PD173074,All,GDSC1,4.11778,6.13146,0.349618,0.0322343,0.375291
9647,kidney,KTCTL-140,Pelitinib,All,GDSC1,-2.41035,8.11805,-5.53062,0.685445,48.6793
9648,kidney,KTCTL-140,Pemetrexed,All,GDSC1,4.25351,6.0161,0.789352,0.0262923,0.267158
9649,kidney,KTCTL-140,PF-00299804,All,GDSC1,0.118124,5.74745,-0.721208,0.837646,51.6632
9650,kidney,KTCTL-140,PF-4708671,All,GDSC1,4.52681,7.18967,2.27616,0.270084,4.76168
9651,kidney,KTCTL-140,PFI-1,All,GDSC1,3.88744,6.01032,2.41489,0.35771,5.34499
9652,kidney,KTCTL-140,PFI-3,All,GDSC1,5.7775,7.83155,2.64074,0.0674378,0.815712
9653,kidney,KTCTL-140,PHA-793887,All,GDSC1,2.48402,6.31391,1.0997,0.62254,20.8661
9654,kidney,KTCTL-140,Phenformin,All,GDSC1,12.0176,13.3233,11.3297,0.478235,4.83239
9655,kidney,KTCTL-140,PI-103,All,GDSC1,-0.969105,2.55522,-1.17205,0.936823,53.4419
9656,kidney,KTCTL-140,PI3Ka_4409,All,GDSC1,3.87753,9.74058,0.563059,0.448133,18.5033
9657,kidney,KTCTL-140,Pictilisib,All,GDSC1,-1.22746,2.3971,-1.63817,0.876154,41.9577
9658,kidney,KTCTL-140,PIK-93,All,GDSC1,3.50346,7.08766,2.20921,0.622869,19.6358
9659,kidney,KTCTL-140,Pilaralisib,All,GDSC1,3.48271,5.48993,2.94671,0.714768,14.3202
9660,kidney,KTCTL-140,Piperlongumine,All,GDSC1,1.50139,3.39177,1.31562,0.892452,23.9722
9661,kidney,KTCTL-140,PLK_6522,All,GDSC1,-3.78566,-0.816563,-4.03267,0.908853,40.0129
9662,kidney,KTCTL-140,PLX-4720,All,GDSC1,4.53333,8.77722,1.52597,0.348148,10.1279
9663,kidney,KTCTL-140,QL-VIII-58,All,GDSC1,-2.53496,2.81796,-2.93963,0.917139,65.276
9664,kidney,KTCTL-140,QL-X-138,All,GDSC1,-1.10219,1.97632,-1.21391,0.960153,55.0962
9665,kidney,KTCTL-140,QL-XI-92,All,GDSC1,2.91664,4.79114,2.24601,0.626017,10.487
9666,kidney,KTCTL-140,QL-XII-47,All,GDSC1,-0.11781,1.6563,-0.139376,0.986646,43.5231
9667,kidney,KTCTL-140,QL-XII-61,All,GDSC1,5.4724,8.84884,2.07802,0.197907,4.2101
9668,kidney,KTCTL-140,Quizartinib,All,GDSC1,1.99144,3.98487,-0.645639,0.103651,1.24076
9669,kidney,KTCTL-140,RAF_9304,All,GDSC1,3.8364,7.07107,1.85694,0.413511,9.76282
9670,kidney,KTCTL-140,Refametinib,All,GDSC1,-0.521943,5.46617,-1.97517,0.739526,41.0436
9671,kidney,KTCTL-140,RO-3306,All,GDSC1,3.75422,7.72447,0.700807,0.311598,8.31168
9672,kidney,KTCTL-140,rTRAIL,All,GDSC1,-2.22227,1.19898,-4.74462,0.330433,7.75097
9673,kidney,KTCTL-140,RU-SKI 43,All,GDSC1,4.8783,6.58698,3.61281,0.328397,3.86951
9674,kidney,KTCTL-140,Rucaparib,All,GDSC1,3.82139,8.50978,0.37084,0.331208,10.4207
9675,kidney,KTCTL-140,Ruxolitinib,All,GDSC1,4.81929,6.8065,1.73238,0.0637748,0.744895
9676,kidney,KTCTL-140,SB216763,All,GDSC1,4.86668,6.737,2.66526,0.140065,1.60545
9677,kidney,KTCTL-140,SB505124,All,GDSC1,4.374,8.04328,2.50446,0.492206,12.4925
9678,kidney,KTCTL-140,SB52334,All,GDSC1,4.04891,8.62855,1.93708,0.5327,19.1894
9679,kidney,KTCTL-140,SB590885,All,GDSC1,4.76491,6.40578,1.79025,0.0365684,0.347751
9680,kidney,KTCTL-140,Selisistat,All,GDSC1,6.6896,8.69872,3.65443,0.0698267,0.827207
9681,kidney,KTCTL-140,Selumetinib,All,GDSC1,-0.938685,7.92338,-3.66348,0.674499,43.9401
9682,kidney,KTCTL-140,Sepantronium bromide,All,GDSC1,-7.80821,-5.76783,-7.80824,0.999982,98.9232
9683,kidney,KTCTL-140,Serdemetan,All,GDSC1,1.71545,5.3089,0.801245,0.727561,26.1772
9684,kidney,KTCTL-140,SGC0946,All,GDSC1,2.34512,4.26632,-1.61555,0.0213375,0.235712
9685,kidney,KTCTL-140,SL0101,All,GDSC1,6.56942,8.12634,2.82716,0.01012,0.0900912
9686,kidney,KTCTL-140,SN-38,All,GDSC1,-8.26995,-3.5524,-8.66069,0.909255,53.8824
9687,kidney,KTCTL-140,SNX-2112,All,GDSC1,-4.34318,-2.05341,-4.35193,0.995802,69.9374
9688,kidney,KTCTL-140,Sphingosine Kinase 1 Inhibitor II,All,GDSC1,3.95361,5.81315,0.750089,0.0443977,0.480387
9689,kidney,KTCTL-140,STF-62247,All,GDSC1,3.30117,4.26479,2.85524,0.531295,4.15415
9690,kidney,KTCTL-140,SU11274,All,GDSC1,5.98074,15.2205,-0.556693,0.348842,18.5082
9691,kidney,KTCTL-140,T0901317,All,GDSC1,4.87719,6.6595,2.73397,0.132948,1.44638
9692,kidney,KTCTL-140,TAK-715,All,GDSC1,3.60595,5.73833,2.95467,0.676504,13.6841
9693,kidney,KTCTL-140,Talazoparib,All,GDSC1,0.379679,11.0258,-3.19136,0.647312,44.8498
9694,kidney,KTCTL-140,Tamoxifen,All,GDSC1,5.3209,7.14827,1.73424,0.0264434,0.278585
9695,kidney,KTCTL-140,Tanespimycin,All,GDSC1,-4.09569,-1.24905,-4.20107,0.959353,51.0917
9696,kidney,KTCTL-140,TANK_1366,All,GDSC1,3.72416,12.5825,-2.45376,0.355294,18.4412
9697,kidney,KTCTL-140,Temozolomide,All,GDSC1,5.92134,9.39429,3.44203,0.344837,8.28913
9698,kidney,KTCTL-140,Temsirolimus,All,GDSC1,-5.15978,5.07088,-8.58605,0.647823,44.143
9699,kidney,KTCTL-140,Tenovin-6,All,GDSC1,2.20848,3.64661,2.1586,0.961911,26.7347
9700,kidney,KTCTL-140,THZ-2-102-1,All,GDSC1,-4.21741,-2.0605,-4.22434,0.99647,68.3233
9701,kidney,KTCTL-140,THZ-2-49,All,GDSC1,-0.576213,0.309531,-0.576217,0.999995,61.2245
9702,kidney,KTCTL-140,Tivozanib,All,GDSC1,0.674702,3.23691,-3.79949,0.0422127,0.628
9703,kidney,KTCTL-140,TL-1-85,All,GDSC1,3.23168,4.17531,2.83872,0.571948,4.55505
9704,kidney,KTCTL-140,TL-2-105,All,GDSC1,4.84442,6.974,2.58523,0.177183,2.36204
9705,kidney,KTCTL-140,Torin 2,All,GDSC1,-5.70164,4.45872,-6.65475,0.897306,77.4725
9706,kidney,KTCTL-140,TPCA-1,All,GDSC1,3.77599,8.92116,1.55287,0.558023,22.7107
9707,kidney,KTCTL-140,Trametinib,All,GDSC1,-3.95717,15.4125,-11.2099,0.610374,49.8806
9708,kidney,KTCTL-140,Tretinoin,All,GDSC1,5.53302,7.35539,2.71869,0.065015,0.696901
9709,kidney,KTCTL-140,Trichostatin A,All,GDSC1,-2.53659,-0.942456,-2.57738,0.971897,32.3885
9710,kidney,KTCTL-140,TTK_3146,All,GDSC1,3.28906,4.90612,2.50228,0.511165,6.58414
9711,kidney,KTCTL-140,Tubastatin A,All,GDSC1,4.65548,6.21496,3.63696,0.384625,4.30743
9712,kidney,KTCTL-140,TW 37,All,GDSC1,-2.05641,-0.245086,-2.06451,0.995088,54.6534
9713,kidney,KTCTL-140,TWS119,All,GDSC1,1.36068,3.00775,1.33236,0.981116,37.183
9714,kidney,KTCTL-140,UNC0638,All,GDSC1,4.92302,5.59568,4.79016,0.786343,5.24986
9715,kidney,KTCTL-140,UNC0642,All,GDSC1,1.62884,3.71244,-1.6865,0.0588456,0.718738
9716,kidney,KTCTL-140,UNC1215,All,GDSC1,2.58579,4.58948,-0.658464,0.0554322,0.649953
9717,kidney,KTCTL-140,Veliparib,All,GDSC1,4.24817,8.27739,0.755284,0.259144,6.77354
9718,kidney,KTCTL-140,Venotoclax,All,GDSC1,0.558881,2.52999,-2.6141,0.0565576,0.652768
9719,kidney,KTCTL-140,Vinblastine,All,GDSC1,-6.9755,-4.136,-7.12007,0.944126,46.0487
9720,kidney,KTCTL-140,Vismodegib,All,GDSC1,4.08836,5.77679,2.65923,0.269453,3.01564
9721,kidney,KTCTL-140,VNLG-124,All,GDSC1,4.67878,6.31315,1.82436,0.0421874,0.400759
9722,kidney,KTCTL-140,Vorinostat,All,GDSC1,1.11916,3.18651,0.953564,0.912228,28.5903
9723,kidney,KTCTL-140,Voxtalisib,All,GDSC1,6.23815,13.5065,1.212,0.3591,16.3821
9724,kidney,KTCTL-140,VX-11e,All,GDSC1,3.0645,6.41879,0.880666,0.386035,9.24532
9725,kidney,KTCTL-140,VX-702,All,GDSC1,1.6294,4.20739,-0.114229,0.369016,6.74403
9726,kidney,KTCTL-140,WHI-P97,All,GDSC1,4.66391,13.9523,-0.895442,0.423271,23.5399
9727,kidney,KTCTL-140,Wnt-C59,All,GDSC1,5.27885,13.2457,-1.72479,0.253154,11.5691
9728,kidney,KTCTL-140,WYE-125132,All,GDSC1,-3.42434,6.56177,-5.11271,0.816363,64.0167
9729,kidney,KTCTL-140,WZ3105,All,GDSC1,0.979636,4.29174,-1.1193,0.398044,9.50229
9730,kidney,KTCTL-140,XAV939,All,GDSC1,4.88306,12.1172,-0.640924,0.314775,13.925
9731,kidney,KTCTL-140,XMD11-85h,All,GDSC1,5.32302,7.24576,2.67201,0.0922252,1.05827
9732,kidney,KTCTL-140,XMD13-2,All,GDSC1,3.9897,5.91519,2.55833,0.32674,4.33314
9733,kidney,KTCTL-140,XMD14-99,All,GDSC1,5.42557,7.23004,2.7545,0.0744788,0.794494
9734,kidney,KTCTL-140,XMD15-27,All,GDSC1,4.13269,5.94001,2.6398,0.280078,3.3785
9735,kidney,KTCTL-140,XMD8-92,All,GDSC1,3.74672,5.6377,2.49615,0.379048,5.12547
9736,kidney,KTCTL-140,Y-39983,All,GDSC1,2.6311,9.64017,0.149248,0.629493,34.4232
